job_id,skills_found
8XZ17924HTPL,"['AWS', 'Scikit-learn', 'Python', 'R', 'NLP']"
8XZ7E9KOLJEM,"['AWS', 'Azure', 'Computer Vision', 'GCP']"
8XZFQ8YZAX2K,"['NLP', 'Computer Vision', 'Scikit-learn', 'SQL']"
8XZUDG5GYXVD,"['GCP', 'SQL', 'NLP', 'R']"
8Y01STLF862N,"['PyTorch', 'Scikit-learn', 'AWS', 'R', 'Python']"
8Y0H5IZAOIRC,"['NLP', 'Computer Vision', 'Scikit-learn', 'Python', 'TensorFlow']"
8Y1NKAIS7OS4,"['Computer Vision', 'R', 'GCP']"
8Y1TQH6T2PFP,"['SQL', 'TensorFlow', 'Scikit-learn', 'GCP']"
8Y21J1K7BWYU,"['GCP', 'Scikit-learn', 'PyTorch']"
8Y2HIZLDDIBZ,"['Computer Vision', 'Azure', 'R']"
8Y2WWNO9NHB9,"['AWS', 'TensorFlow', 'NLP', 'GCP', 'SQL']"
8Y37HSW3PEZ7,"['NLP', 'SQL', 'R', 'GCP', 'Azure', 'PyTorch']"
8Y3M3FH4X0HC,"['AWS', 'Scikit-learn', 'NLP']"
8Y4GVELJ1DR8,"['TensorFlow', 'SQL', 'PyTorch', 'GCP', 'Python', 'Azure']"
8Y4R21V3PVKW,"['NLP', 'Python', 'Azure', 'R', 'GCP']"
8Y5QXISSVQGJ,"['TensorFlow', 'Python', 'SQL']"
8Y7OQ97DPJZE,"['AWS', 'SQL', 'NLP']"
8YA1FNPS2AN2,"['NLP', 'Azure', 'SQL', 'AWS', 'R', 'Computer Vision']"
8YB17DS9T2UL,"['Python', 'SQL', 'NLP', 'AWS', 'Azure', 'PyTorch']"
8YBF6BLI8KY3,"['Scikit-learn', 'SQL', 'PyTorch', 'R', 'Azure']"
8YCZ1W0XWU70,"['Computer Vision', 'TensorFlow', 'Scikit-learn']"
8YE56EUTZXJT,"['AWS', 'R', 'SQL', 'Azure', 'GCP']"
8YFU7YUVSHEL,"['NLP', 'SQL', 'Python']"
8YFWGFT0MXHH,"['TensorFlow', 'Python', 'Azure']"
8YGHVZXBUMI3,"['PyTorch', 'SQL', 'Computer Vision', 'GCP']"
8YGVYHBAII11,"['Azure', 'R', 'Python', 'Computer Vision']"
8YHS6PLM0A0N,"['R', 'TensorFlow', 'Azure']"
8YI3LSDPE20J,"['GCP', 'Scikit-learn', 'PyTorch', 'Computer Vision', 'R', 'TensorFlow']"
8YIT4Y77W4RS,"['Computer Vision', 'Python', 'SQL', 'NLP', 'PyTorch', 'AWS']"
8YJ50QF5YNAX,"['R', 'AWS', 'Azure', 'TensorFlow']"
8YK4CUC6JZMN,"['Azure', 'PyTorch', 'Python', 'NLP', 'Computer Vision']"
8YKGDLT5V8DV,"['TensorFlow', 'SQL', 'NLP', 'AWS', 'PyTorch', 'Python']"
8YKW9ZGXNHVC,"['NLP', 'Python', 'TensorFlow', 'SQL', 'GCP', 'Azure']"
8YMJVL03OERR,"['AWS', 'GCP', 'NLP']"
8YNNHQI59MXK,"['Scikit-learn', 'GCP', 'Python', 'Azure', 'PyTorch', 'AWS']"
8YQ6SVZ16ZKQ,"['Computer Vision', 'AWS', 'TensorFlow', 'GCP', 'Scikit-learn']"
8YQT7D8KL4Z1,"['NLP', 'AWS', 'Computer Vision', 'TensorFlow', 'GCP', 'R']"
8YRLH8XX9ST4,"['R', 'Scikit-learn', 'SQL', 'GCP', 'AWS', 'Computer Vision']"
8YS4FMFNNFLT,"['NLP', 'Computer Vision', 'R', 'Scikit-learn', 'AWS']"
8YUE3FG8Z5I0,"['NLP', 'GCP', 'Python', 'Azure', 'PyTorch']"
8YWN1L4LQXGH,"['Azure', 'AWS', 'Computer Vision']"
8YX7WR2LIU7C,"['R', 'Computer Vision', 'TensorFlow']"
8YY0SPTW9W3R,"['R', 'Python', 'Computer Vision']"
8YYZ8D7IUVNJ,"['Azure', 'R', 'Python', 'AWS', 'Computer Vision', 'PyTorch']"
8YZ3WDTW6FPH,"['GCP', 'NLP', 'TensorFlow', 'SQL']"
8Z1VM68T0DB3,"['AWS', 'TensorFlow', 'SQL', 'Python']"
8Z2GTPJRU41H,"['R', 'PyTorch', 'TensorFlow', 'Computer Vision']"
8Z44J9LKOPJ1,"['SQL', 'Azure', 'GCP', 'Python']"
8Z7MSP1C1LWX,"['Azure', 'SQL', 'Scikit-learn', 'TensorFlow']"
8Z8KA3RUGKCZ,"['SQL', 'Azure', 'NLP', 'TensorFlow', 'Scikit-learn']"
8Z8TRTM477Y6,"['AWS', 'Azure', 'Scikit-learn', 'NLP', 'Python', 'R']"
8ZBNIAB2YU7Y,"['AWS', 'Scikit-learn', 'Computer Vision', 'Azure', 'TensorFlow', 'GCP']"
8ZC45MMH6AXG,"['Python', 'Scikit-learn', 'R', 'AWS', 'GCP', 'PyTorch']"
8ZCFBNCHXC7J,"['GCP', 'AWS', 'SQL', 'TensorFlow', 'R']"
8ZD46VKJ3E50,"['R', 'SQL', 'AWS', 'PyTorch']"
8ZDPM8G1XRSE,"['PyTorch', 'GCP', 'Azure', 'R', 'Computer Vision', 'NLP']"
8ZGBY0EGD4WH,"['AWS', 'Azure', 'Scikit-learn', 'PyTorch', 'GCP']"
8ZGEHUIQSI2F,"['R', 'NLP', 'GCP', 'Azure', 'PyTorch', 'AWS']"
8ZGWY22S5WDV,"['Python', 'AWS', 'R', 'PyTorch', 'NLP', 'SQL']"
8ZLFYZGCTC3N,"['SQL', 'R', 'AWS', 'NLP', 'Azure']"
8ZLZVBEKA7QH,"['AWS', 'R', 'Python', 'TensorFlow']"
8ZNM2O54VEC2,"['Scikit-learn', 'GCP', 'R']"
8ZOVS32YKCD3,"['GCP', 'PyTorch', 'SQL', 'R']"
8ZOXAAIP97UN,"['AWS', 'PyTorch', 'SQL', 'GCP']"
8ZP3PQSPIV2X,"['Scikit-learn', 'AWS', 'NLP', 'TensorFlow', 'Azure']"
8ZQTDSPJJNUT,"['AWS', 'TensorFlow', 'R', 'Azure', 'Scikit-learn']"
8ZR5XK4VGH7Q,"['AWS', 'NLP', 'TensorFlow', 'SQL']"
8ZRJNDUZTL5H,"['Computer Vision', 'AWS', 'Scikit-learn', 'Python']"
8ZS7978B73FH,"['GCP', 'Azure', 'Python', 'Scikit-learn']"
8ZS90XJII39G,"['GCP', 'Azure', 'PyTorch', 'NLP', 'Python', 'R']"
8ZWL3GCPCM52,"['TensorFlow', 'GCP', 'NLP', 'Computer Vision', 'Scikit-learn']"
8ZXLE6MD1D4G,"['Scikit-learn', 'SQL', 'AWS', 'Computer Vision', 'TensorFlow', 'GCP']"
8ZZNXHSUKO6W,"['PyTorch', 'GCP', 'Python', 'AWS']"
8ZZU1A70R9MJ,"['AWS', 'Scikit-learn', 'Python', 'Azure', 'GCP', 'TensorFlow']"
900V56GX0L8T,"['TensorFlow', 'SQL', 'Azure']"
9017LRLZOHK9,"['Azure', 'Scikit-learn', 'TensorFlow', 'PyTorch']"
902KN3T6KB9P,"['SQL', 'AWS', 'GCP', 'Azure', 'R']"
902KUNYJ44E3,"['Scikit-learn', 'TensorFlow', 'GCP', 'Computer Vision', 'Python', 'Azure']"
904AB676P7JF,"['GCP', 'Python', 'R', 'PyTorch', 'Azure']"
904O36JAV0YT,"['NLP', 'TensorFlow', 'SQL', 'Scikit-learn', 'GCP', 'Azure']"
905X0V9UNKCA,"['Computer Vision', 'Azure', 'SQL', 'R']"
907IF2GOG72O,"['GCP', 'AWS', 'Python', 'TensorFlow', 'SQL']"
9087WABA3WUY,"['PyTorch', 'Scikit-learn', 'Azure', 'Computer Vision']"
908M3SE4JLRH,"['SQL', 'NLP', 'TensorFlow', 'Computer Vision', 'R']"
909F51SEYOGX,"['TensorFlow', 'Azure', 'GCP', 'Scikit-learn']"
90A6RFAVN4HU,"['AWS', 'SQL', 'Scikit-learn', 'PyTorch']"
90BHJWP6TA0L,"['TensorFlow', 'GCP', 'Azure', 'PyTorch', 'SQL']"
90BIBG29F8NY,"['GCP', 'Azure', 'SQL']"
90COVB14CTYA,"['R', 'Azure', 'TensorFlow', 'Scikit-learn', 'GCP', 'Computer Vision']"
90D9U8BTNVT8,"['NLP', 'SQL', 'Scikit-learn', 'Azure', 'R', 'GCP']"
90DQJ685ENWX,"['Computer Vision', 'R', 'Scikit-learn', 'Azure', 'NLP', 'TensorFlow']"
90DRW4BKMIHR,"['Computer Vision', 'R', 'AWS', 'NLP', 'Python', 'PyTorch']"
90EFERTDB0T6,"['Scikit-learn', 'NLP', 'R', 'SQL']"
90I614TREM9T,"['PyTorch', 'Scikit-learn', 'AWS']"
90IGFIF40JXQ,"['Python', 'NLP', 'Computer Vision', 'Azure']"
90K56TFFE8DQ,"['Computer Vision', 'TensorFlow', 'PyTorch', 'NLP', 'AWS', 'Scikit-learn']"
90KJB7HHFK9Q,"['Computer Vision', 'Python', 'TensorFlow', 'GCP', 'AWS', 'SQL']"
90L974ZOTEIQ,"['Python', 'TensorFlow', 'GCP', 'NLP', 'R', 'Scikit-learn']"
90LP1EIW7O9I,"['Computer Vision', 'SQL', 'PyTorch', 'Python', 'Azure']"
90LZCZYC8HBI,"['SQL', 'Python', 'Azure', 'R']"
90M8VGFYMUG7,"['Azure', 'SQL', 'PyTorch', 'NLP', 'TensorFlow']"
90MUBNFOQQUU,"['SQL', 'Python', 'R', 'PyTorch', 'AWS']"
90MX7ACCDZZC,"['GCP', 'AWS', 'SQL', 'Python', 'Scikit-learn']"
90NM0E6VFAPV,"['Azure', 'Python', 'SQL', 'Scikit-learn', 'R']"
90OT7UHP18QI,"['Azure', 'Computer Vision', 'AWS', 'GCP', 'Scikit-learn', 'R']"
90QF501SE10P,"['GCP', 'AWS', 'TensorFlow', 'Azure', 'PyTorch']"
90RF7C56OVFQ,"['GCP', 'Computer Vision', 'Python', 'Scikit-learn']"
90RMM1D3XRCD,"['R', 'PyTorch', 'TensorFlow']"
90U1WARZX2YR,"['GCP', 'PyTorch', 'Computer Vision']"
90WBKP48N7PK,"['Azure', 'Python', 'Scikit-learn', 'GCP', 'NLP', 'TensorFlow']"
90YRZ5NSISFX,"['TensorFlow', 'Azure', 'AWS', 'Scikit-learn', 'R']"
90YUP1E7CPO8,"['AWS', 'NLP', 'Computer Vision', 'Scikit-learn']"
90Z9TS3DXJFO,"['NLP', 'Azure', 'TensorFlow']"
910L5F8GH3VC,"['TensorFlow', 'Scikit-learn', 'SQL']"
911LZUD9SGOU,"['AWS', 'Python', 'Scikit-learn', 'Computer Vision', 'NLP', 'R']"
9134ZMNDFXIG,"['Computer Vision', 'Scikit-learn', 'TensorFlow', 'SQL', 'PyTorch']"
913MKZSEJGH2,"['Azure', 'R', 'PyTorch']"
914N541L7JXI,"['TensorFlow', 'PyTorch', 'AWS']"
915I4WGW30X5,"['PyTorch', 'TensorFlow', 'Scikit-learn']"
91606G1YWSSR,"['Python', 'SQL', 'GCP', 'AWS', 'R']"
9178DV7GT49R,"['PyTorch', 'GCP', 'Computer Vision', 'AWS', 'NLP', 'Python']"
917Q78BUK5JL,"['Python', 'Computer Vision', 'Azure', 'PyTorch', 'SQL', 'GCP']"
918H6EEHVP7K,"['Computer Vision', 'GCP', 'PyTorch', 'NLP', 'AWS', 'Scikit-learn']"
91CPFXU2GMLK,"['GCP', 'SQL', 'R']"
91CUPYPC7HYW,"['PyTorch', 'Azure', 'GCP', 'Python']"
91D7BQDTA3VK,"['Computer Vision', 'NLP', 'SQL']"
91FZVATJ87R8,"['Scikit-learn', 'SQL', 'AWS', 'Azure', 'GCP', 'NLP']"
91GABBTVQ9SN,"['PyTorch', 'Computer Vision', 'GCP']"
91GFYZ598LBQ,"['Scikit-learn', 'AWS', 'NLP', 'Python', 'TensorFlow', 'Azure']"
91HKKYGH4VG7,"['GCP', 'SQL', 'NLP', 'Azure', 'Python']"
91IBVIV1EHOD,"['Scikit-learn', 'AWS', 'Azure', 'GCP', 'Python', 'R']"
91IQHCCBBI0T,"['Scikit-learn', 'AWS', 'NLP', 'Azure', 'SQL', 'R']"
91JEGO4POKU7,"['Azure', 'Scikit-learn', 'TensorFlow']"
91LYFE2ECR1Z,"['TensorFlow', 'PyTorch', 'Python']"
91N7JBJXBHLX,"['R', 'Azure', 'NLP']"
91OAK2JMBZRV,"['SQL', 'AWS', 'NLP', 'Python']"
91PBY5FMWXN4,"['Scikit-learn', 'AWS', 'NLP']"
91PQBWZZ5331,"['SQL', 'PyTorch', 'AWS']"
91QBKBXSTFP6,"['AWS', 'R', 'GCP']"
91RA1DWTM58A,"['GCP', 'Computer Vision', 'PyTorch', 'TensorFlow']"
91S8QXMOVUGO,"['Python', 'Scikit-learn', 'Computer Vision', 'PyTorch', 'TensorFlow']"
91SKLXUV23CN,"['NLP', 'Scikit-learn', 'SQL', 'Computer Vision']"
91T7W6RNF52W,"['Azure', 'R', 'Computer Vision', 'PyTorch', 'AWS']"
91TTXZXL6HMI,"['Computer Vision', 'TensorFlow', 'GCP', 'SQL']"
91UY1BMGE8EK,"['R', 'NLP', 'TensorFlow', 'Computer Vision']"
91VKBI9JIZ26,"['SQL', 'PyTorch', 'TensorFlow', 'R']"
91VLSC7QZCC4,"['Python', 'Azure', 'NLP', 'SQL', 'GCP']"
91WL7OZ4X88H,"['SQL', 'R', 'GCP', 'Python', 'Azure']"
91YD0UORZ5TP,"['PyTorch', 'SQL', 'Computer Vision', 'TensorFlow', 'R', 'Azure']"
91Z570RWENMI,"['SQL', 'PyTorch', 'NLP', 'TensorFlow']"
91ZAOHWVAQAT,"['Azure', 'Computer Vision', 'PyTorch']"
91ZB2KR2PTPZ,"['AWS', 'GCP', 'Python', 'R']"
921C03U5B3EG,"['Scikit-learn', 'PyTorch', 'Python', 'GCP', 'R']"
921NWS0FWUAP,"['GCP', 'TensorFlow', 'PyTorch', 'AWS', 'Computer Vision']"
9235IU56H677,"['Computer Vision', 'Scikit-learn', 'Python', 'R']"
9246DBOQXH4Q,"['TensorFlow', 'PyTorch', 'R', 'Azure', 'AWS']"
924HK9QGPHN8,"['GCP', 'Python', 'Azure', 'TensorFlow', 'NLP', 'AWS']"
925D906SF3M8,"['Python', 'Azure', 'NLP', 'TensorFlow', 'GCP', 'SQL']"
925IV2S166QB,"['PyTorch', 'NLP', 'R']"
928D17CO5K9K,"['PyTorch', 'Scikit-learn', 'SQL', 'Azure', 'NLP', 'R']"
928O50IJFZ1S,"['R', 'Computer Vision', 'Azure']"
929CUKSAR16S,"['Python', 'Azure', 'NLP']"
92A5GMY12XD3,"['Scikit-learn', 'Azure', 'NLP', 'SQL', 'R', 'PyTorch']"
92BWMZJ7K135,"['Scikit-learn', 'AWS', 'Python', 'NLP', 'TensorFlow', 'Azure']"
92DSZ0CYE7U3,"['Scikit-learn', 'Azure', 'AWS', 'GCP']"
92E65HIRJ92B,"['TensorFlow', 'Scikit-learn', 'SQL', 'NLP']"
92G12L0R6X6R,"['Scikit-learn', 'Computer Vision', 'Azure', 'AWS', 'SQL']"
92HZ1WMJZXBL,"['Azure', 'AWS', 'Scikit-learn', 'TensorFlow', 'NLP', 'GCP']"
92NZIFEGU3HV,"['NLP', 'Scikit-learn', 'Azure', 'TensorFlow', 'SQL', 'R']"
92P2HZI1Q0II,"['R', 'Scikit-learn', 'Computer Vision', 'SQL', 'Python']"
92PQQT2D6U15,"['AWS', 'SQL', 'NLP', 'GCP', 'Scikit-learn']"
92Q4K2MWSNFP,"['Python', 'SQL', 'NLP', 'PyTorch', 'Computer Vision']"
92SOTTKZWJWV,"['GCP', 'SQL', 'TensorFlow', 'Scikit-learn', 'PyTorch']"
92SRGJHYNO4P,"['Azure', 'Python', 'Scikit-learn']"
92UZYVMLTELI,"['Scikit-learn', 'AWS', 'NLP', 'R']"
92XIPI1YZQUL,"['AWS', 'GCP', 'Computer Vision', 'PyTorch', 'Azure', 'TensorFlow']"
92YNEXDT45I8,"['Azure', 'AWS', 'GCP', 'R']"
930ISM8SWPEA,"['PyTorch', 'TensorFlow', 'R']"
931E6EZRXUT7,"['Scikit-learn', 'PyTorch', 'TensorFlow', 'AWS']"
933N2FQHBPZI,"['SQL', 'Azure', 'Computer Vision', 'GCP', 'AWS']"
935J4M7IZOXJ,"['TensorFlow', 'GCP', 'NLP']"
936XY09HZ5O1,"['AWS', 'GCP', 'TensorFlow', 'Scikit-learn', 'PyTorch']"
937H5UPI85ZW,"['NLP', 'Scikit-learn', 'Python', 'TensorFlow']"
93937K734VWI,"['NLP', 'AWS', 'PyTorch', 'TensorFlow']"
9394ZR1OLE53,"['Azure', 'Scikit-learn', 'Computer Vision', 'SQL', 'Python']"
939GDT9KH310,"['TensorFlow', 'PyTorch', 'GCP']"
93BHP0MAFZTO,"['GCP', 'R', 'Azure']"
93BVMY7TWY6H,"['GCP', 'Computer Vision', 'R', 'PyTorch']"
93CPVC7Z7CA6,"['GCP', 'TensorFlow', 'Scikit-learn']"
93H2EC3JNHPJ,"['SQL', 'Azure', 'R', 'NLP']"
93H64XPFJI5C,"['Computer Vision', 'AWS', 'SQL', 'NLP', 'GCP', 'PyTorch']"
93J8YPWZJR5B,"['GCP', 'SQL', 'Scikit-learn']"
93JAGO9GWIPG,"['PyTorch', 'SQL', 'Scikit-learn', 'R']"
93KA733B4UCQ,"['AWS', 'Azure', 'TensorFlow', 'Scikit-learn', 'R', 'GCP']"
93KGYH85LFZ2,"['Scikit-learn', 'Azure', 'SQL', 'Python', 'GCP', 'PyTorch']"
93KJXRT93OFC,"['GCP', 'TensorFlow', 'PyTorch']"
93KMKZEBBK7W,"['Python', 'AWS', 'Scikit-learn', 'Azure', 'R']"
93MC2HGBMK6T,"['SQL', 'R', 'GCP', 'AWS', 'TensorFlow', 'Scikit-learn']"
93N4BFIY5PU5,"['SQL', 'Scikit-learn', 'Python', 'NLP']"
93QXGLI5GHXC,"['Computer Vision', 'AWS', 'R', 'SQL', 'Azure', 'NLP']"
93R4CDQGH35S,"['PyTorch', 'GCP', 'AWS', 'SQL', 'Computer Vision']"
93SMQH3OB8CO,"['GCP', 'PyTorch', 'AWS', 'SQL', 'Azure', 'NLP']"
93TOPZZRTCVM,"['GCP', 'SQL', 'TensorFlow', 'R', 'Computer Vision']"
93TYI67HN6S5,"['PyTorch', 'TensorFlow', 'NLP']"
93UOPFKU0A7N,"['TensorFlow', 'R', 'PyTorch', 'Scikit-learn', 'NLP', 'Azure']"
93UU2TVNGA3M,"['Computer Vision', 'SQL', 'Scikit-learn']"
93V7OU5O21AL,"['TensorFlow', 'AWS', 'Azure', 'PyTorch', 'R', 'Python']"
93WXCB0GPOIL,"['Scikit-learn', 'SQL', 'TensorFlow']"
93X86O45PJRM,"['NLP', 'PyTorch', 'GCP']"
93XBZXZEDLXA,"['Scikit-learn', 'Python', 'GCP', 'SQL', 'TensorFlow']"
93XMWWKWG3BK,"['R', 'SQL', 'NLP', 'Scikit-learn', 'GCP', 'Azure']"
93XZBJNC8GFF,"['AWS', 'TensorFlow', 'PyTorch']"
93YU9LGXZ2JU,"['SQL', 'Computer Vision', 'Azure', 'R']"
9419L3QKL6QL,"['SQL', 'NLP', 'PyTorch', 'R']"
941WGIJDC5I4,"['AWS', 'GCP', 'SQL', 'NLP', 'TensorFlow']"
942E9Z0BCO04,"['Scikit-learn', 'Python', 'PyTorch', 'R', 'AWS', 'NLP']"
942W7AIG1Z51,"['Azure', 'SQL', 'GCP', 'PyTorch', 'NLP']"
943H9LBA2VES,"['GCP', 'Python', 'R', 'PyTorch', 'SQL']"
944EPDED68MW,"['Computer Vision', 'AWS', 'GCP']"
94563J0PJP5G,"['TensorFlow', 'SQL', 'PyTorch', 'AWS', 'GCP', 'Azure']"
94647LHA1Z8C,"['SQL', 'Python', 'NLP', 'Scikit-learn', 'AWS', 'GCP']"
946IQGPQOK04,"['SQL', 'GCP', 'TensorFlow']"
9475RRMYC029,"['NLP', 'Azure', 'AWS', 'Computer Vision']"
947IWB6SG7BZ,"['Azure', 'R', 'AWS']"
947STS8MFJS7,"['PyTorch', 'NLP', 'TensorFlow']"
9488KTOJEYE6,"['R', 'Python', 'Scikit-learn', 'SQL', 'TensorFlow']"
948HNUAYBS4T,"['AWS', 'PyTorch', 'R', 'Python', 'Scikit-learn']"
94B0YCYUKDNX,"['NLP', 'Azure', 'GCP']"
94DI87X7V8E2,"['GCP', 'R', 'Azure', 'PyTorch', 'SQL']"
94E6NKAR1H11,"['NLP', 'AWS', 'SQL', 'Azure', 'PyTorch']"
94F91VXA0JU2,"['Python', 'Computer Vision', 'GCP']"
94F9DIO56E6C,"['TensorFlow', 'AWS', 'Azure']"
94FNSHHHQ3WY,"['SQL', 'PyTorch', 'R', 'TensorFlow', 'AWS', 'Scikit-learn']"
94GTODT9GALT,"['Python', 'SQL', 'Azure']"
94IGCQQWU0SA,"['SQL', 'Python', 'Azure', 'GCP', 'AWS', 'TensorFlow']"
94K30LU52X3N,"['TensorFlow', 'Computer Vision', 'GCP']"
94LCM3XUXM3W,"['NLP', 'AWS', 'Azure']"
94LZLR0CI912,"['TensorFlow', 'Python', 'Scikit-learn', 'GCP', 'R']"
94NN5CZGSMNF,"['Computer Vision', 'NLP', 'TensorFlow', 'Scikit-learn']"
94PEH9HRP3W1,"['Scikit-learn', 'R', 'Computer Vision', 'SQL', 'AWS', 'GCP']"
94QIR2C85LZG,"['Scikit-learn', 'TensorFlow', 'NLP', 'PyTorch', 'Azure']"
94R7J3FIE7JQ,"['TensorFlow', 'SQL', 'PyTorch', 'Computer Vision', 'AWS']"
94RA8KMNXQXS,"['SQL', 'AWS', 'R', 'Azure', 'Scikit-learn', 'NLP']"
94S1SVFQLP29,"['NLP', 'Azure', 'Python', 'PyTorch', 'TensorFlow', 'Computer Vision']"
94UJINLDS7MC,"['SQL', 'TensorFlow', 'AWS']"
94VAVVX13MFB,"['Python', 'AWS', 'R', 'Scikit-learn', 'GCP']"
94WHA91DRUPO,"['Scikit-learn', 'PyTorch', 'AWS', 'SQL', 'Python']"
94XCW50IX8IG,"['Azure', 'TensorFlow', 'AWS', 'Scikit-learn', 'R', 'NLP']"
94Z49N2V7XGV,"['PyTorch', 'Computer Vision', 'Azure', 'R', 'GCP', 'SQL']"
950F7PNGL4UJ,"['Python', 'AWS', 'Azure']"
950R7ZXZVEHQ,"['Computer Vision', 'Scikit-learn', 'NLP']"
9520GFOUXUSG,"['SQL', 'Python', 'Computer Vision', 'R']"
952LVFKBWD9T,"['NLP', 'Python', 'PyTorch', 'Azure', 'R', 'TensorFlow']"
952MSKMHLP3A,"['GCP', 'Azure', 'PyTorch']"
952PS1INTU0F,"['NLP', 'PyTorch', 'Computer Vision', 'SQL', 'Python']"
952SQQKFASB8,"['TensorFlow', 'AWS', 'Azure']"
952VP4YCQZGS,"['AWS', 'TensorFlow', 'R']"
953JQOZDO2ZK,"['PyTorch', 'Azure', 'Computer Vision']"
95405TQSYQQT,"['Computer Vision', 'NLP', 'AWS']"
954E58IU2VXO,"['GCP', 'PyTorch', 'Python', 'Azure']"
956JD1BPO49I,"['R', 'NLP', 'GCP', 'Azure']"
956LABZLS5WQ,"['NLP', 'PyTorch', 'Computer Vision', 'TensorFlow', 'Azure']"
9579FNNL7PV3,"['Python', 'Azure', 'AWS', 'PyTorch', 'GCP', 'Scikit-learn']"
957OSJXO9PAL,"['Azure', 'Computer Vision', 'R', 'NLP', 'TensorFlow', 'GCP']"
957WY64XP81U,"['Python', 'Azure', 'Scikit-learn', 'R', 'PyTorch']"
9580HOL3ZWC6,"['TensorFlow', 'PyTorch', 'Scikit-learn', 'R']"
9585XWQ221F2,"['GCP', 'AWS', 'PyTorch']"
9587151K8O7X,"['SQL', 'NLP', 'AWS', 'TensorFlow']"
959O5ZOZ3TU0,"['PyTorch', 'TensorFlow', 'NLP', 'Python', 'GCP', 'Computer Vision']"
95CEKOF92Y8L,"['SQL', 'R', 'Computer Vision']"
95CZ8WG9DEXN,"['NLP', 'Azure', 'TensorFlow', 'Computer Vision', 'Scikit-learn', 'SQL']"
95DEUJMRWKQD,"['PyTorch', 'SQL', 'Python', 'Scikit-learn', 'NLP', 'R']"
95DUY5YTPPTT,"['Computer Vision', 'Python', 'Azure', 'TensorFlow']"
95F7XBFBNHQ2,"['AWS', 'PyTorch', 'GCP', 'NLP', 'Python']"
95FCZL8L68ND,"['Azure', 'Computer Vision', 'Python', 'R']"
95G1AMRA5RBA,"['NLP', 'PyTorch', 'GCP', 'Python']"
95HYK0T2XTW7,"['Azure', 'Python', 'Scikit-learn', 'NLP']"
95I4RCPJKROI,"['Computer Vision', 'TensorFlow', 'Scikit-learn', 'Azure']"
95IT5PTO9ZIJ,"['GCP', 'Scikit-learn', 'Azure', 'PyTorch', 'TensorFlow', 'Computer Vision']"
95IZTCHRQU3J,"['Computer Vision', 'Scikit-learn', 'TensorFlow', 'NLP']"
95JQ53K6BCOL,"['Scikit-learn', 'GCP', 'PyTorch', 'AWS']"
95JV0V1PX5TW,"['GCP', 'SQL', 'PyTorch', 'R', 'Scikit-learn']"
95OZ490AR08S,"['TensorFlow', 'Python', 'Azure']"
95PAVH9KS02Q,"['GCP', 'PyTorch', 'SQL']"
95Q74KL1CYOZ,"['PyTorch', 'Scikit-learn', 'TensorFlow', 'Computer Vision', 'NLP']"
95T5HW9PKJG0,"['SQL', 'PyTorch', 'R']"
95TK0HE82XL1,"['TensorFlow', 'PyTorch', 'Scikit-learn', 'Computer Vision']"
95U7ZAXJNO3M,"['Computer Vision', 'Azure', 'GCP', 'SQL', 'AWS', 'Python']"
95UL4PGIH4ES,"['SQL', 'Azure', 'AWS']"
95VZ90F16H5P,"['TensorFlow', 'PyTorch', 'R', 'SQL']"
95ZB1POP2LEW,"['GCP', 'Scikit-learn', 'R', 'NLP', 'Azure', 'Computer Vision']"
960DN6XXO7AO,"['TensorFlow', 'GCP', 'Python', 'AWS', 'Scikit-learn']"
960N258WMPEG,"['SQL', 'Computer Vision', 'AWS']"
96252D5OUVPV,"['TensorFlow', 'GCP', 'SQL', 'Azure']"
962FGSSHXGDB,"['TensorFlow', 'Scikit-learn', 'GCP', 'SQL']"
962IBO224HSX,"['R', 'AWS', 'Scikit-learn', 'TensorFlow', 'SQL', 'PyTorch']"
962JG0OZV9UI,"['GCP', 'Python', 'Scikit-learn']"
962Q253IXXY8,"['Python', 'GCP', 'SQL', 'Computer Vision', 'R', 'NLP']"
96390G7DBO6M,"['Python', 'GCP', 'Scikit-learn', 'SQL']"
963UJPLNF70O,"['NLP', 'Python', 'Azure']"
9647UGI9BAOA,"['PyTorch', 'NLP', 'TensorFlow', 'SQL', 'GCP', 'AWS']"
964GG7MP09VH,"['Computer Vision', 'Azure', 'Python', 'Scikit-learn']"
9666AN3J3YHM,"['Python', 'R', 'TensorFlow']"
966H0SENAJEJ,"['Azure', 'Python', 'SQL', 'NLP', 'Scikit-learn', 'Computer Vision']"
966X3TBYK9PB,"['SQL', 'R', 'TensorFlow', 'GCP']"
9698XVFZJJ7F,"['AWS', 'Scikit-learn', 'SQL']"
96A0SBE0QPBP,"['Computer Vision', 'NLP', 'R', 'Azure', 'TensorFlow', 'Scikit-learn']"
96ABDIGABH5F,"['R', 'Python', 'Scikit-learn', 'Azure']"
96AQ4K8XU9B8,"['SQL', 'Azure', 'Computer Vision', 'Scikit-learn', 'NLP', 'PyTorch']"
96BKWH8E7BI3,"['AWS', 'Azure', 'SQL', 'GCP', 'Computer Vision', 'Python']"
96BKWTNS10ON,"['TensorFlow', 'GCP', 'NLP']"
96DC891DWR3G,"['NLP', 'PyTorch', 'GCP', 'R', 'SQL', 'TensorFlow']"
96DFKCDVLS7S,"['PyTorch', 'R', 'TensorFlow', 'Scikit-learn', 'GCP', 'AWS']"
96DLTX3OCG9B,"['Azure', 'R', 'TensorFlow', 'SQL', 'Scikit-learn', 'NLP']"
